compound,neg,neu,pos
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4404,0.0,0.707,0.293
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4278,0.168,0.832,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4215,0.0,0.641,0.359
0.0,0.0,1.0,0.0
-0.4199,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4019,0.109,0.891,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3818,0.0,0.755,0.245
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2732,0.0,0.811,0.189
0.0,0.0,1.0,0.0
0.2732,0.0,0.811,0.189
0.2263,0.0,0.872,0.128
0.765,0.0,0.645,0.355
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6124,0.0,0.688,0.313
0.3612,0.0,0.8,0.2
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2023,0.0,0.886,0.114
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3612,0.126,0.676,0.198
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0258,0.0,0.909,0.091
-0.4019,0.31,0.69,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
-0.2732,0.123,0.877,0.0
0.3804,0.0,0.885,0.115
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4836,0.0,0.793,0.207
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5859,0.199,0.72,0.081
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.7672,0.114,0.535,0.351
-0.5423,0.28,0.72,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6249,0.0,0.423,0.577
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2716,0.0,0.861,0.139
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.2732,0.0,0.89,0.11
-0.0772,0.126,0.874,0.0
-0.5106,0.191,0.809,0.0
-0.0516,0.131,0.75,0.119
0.9194,0.0,0.612,0.388
-0.4404,0.209,0.791,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.296,0.0,0.845,0.155
0.0,0.0,1.0,0.0
0.3612,0.0,0.857,0.143
0.0,0.0,1.0,0.0
0.0772,0.0,0.915,0.085
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4278,0.168,0.832,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4019,0.0,0.803,0.197
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5267,0.0,0.804,0.196
0.0,0.0,1.0,0.0
0.34,0.0,0.833,0.167
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.296,0.268,0.732,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5423,0.28,0.72,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2263,0.112,0.888,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2732,0.0,0.89,0.11
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4019,0.0,0.769,0.231
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4574,0.272,0.728,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.3612,0.172,0.828,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3818,0.0,0.867,0.133
-0.4019,0.278,0.722,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.6072,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2263,0.128,0.872,0.0
-0.2263,0.112,0.888,0.0
0.0,0.0,1.0,0.0
-0.2263,0.128,0.872,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.1531,0.167,0.833,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
-0.101,0.142,0.734,0.124
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0258,0.0,0.909,0.091
0.0,0.0,1.0,0.0
0.3612,0.091,0.727,0.182
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.7531,0.391,0.609,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.8236,0.0,0.44,0.56
0.4019,0.0,0.73,0.27
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6369,0.0,0.769,0.231
0.0,0.0,1.0,0.0
-0.0516,0.221,0.574,0.205
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
-0.4404,0.209,0.791,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.3561,0.105,0.719,0.176
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
-0.34,0.255,0.745,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6486,0.0,0.569,0.431
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.258,0.5,0.242
0.0,0.0,1.0,0.0
0.5562,0.0,0.736,0.264
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.34,0.0,0.821,0.179
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3818,0.0,0.867,0.133
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.6408,0.0,0.78,0.22
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.131,0.75,0.119
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.1027,0.0,0.938,0.063
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5719,0.0,0.812,0.188
0.0,0.0,1.0,0.0
-0.5423,0.28,0.72,0.0
0.3818,0.0,0.874,0.126
-0.0516,0.109,0.797,0.094
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3818,0.0,0.833,0.167
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3612,0.148,0.604,0.248
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.25,0.0,0.833,0.167
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4404,0.0,0.707,0.293
0.0516,0.0,0.902,0.098
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4466,0.0,0.845,0.155
0.2263,0.0,0.872,0.128
-0.34,0.124,0.876,0.0
-0.0516,0.131,0.75,0.119
-0.2732,0.095,0.905,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4926,0.087,0.64,0.273
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5719,0.0,0.769,0.231
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.3612,0.0,0.762,0.238
0.0,0.0,1.0,0.0
-0.5848,0.192,0.808,0.0
0.0,0.0,1.0,0.0
0.5563,0.0,0.705,0.295
0.4019,0.0,0.684,0.316
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5848,0.192,0.808,0.0
-0.2732,0.189,0.811,0.0
0.5106,0.0,0.548,0.452
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.84,0.16
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.4019,0.153,0.847,0.0
0.0,0.0,1.0,0.0
-0.2732,0.189,0.811,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.1027,0.097,0.903,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.167,0.833,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0772,0.14,0.86,0.0
0.0,0.0,1.0,0.0
0.2263,0.0,0.872,0.128
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.0516,0.124,0.765,0.112
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5423,0.28,0.72,0.0
0.296,0.0,0.879,0.121
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.5106,0.0,0.798,0.202
-0.3182,0.113,0.887,0.0
0.0,0.0,1.0,0.0
-0.128,0.143,0.857,0.0
0.9169,0.0,0.463,0.537
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.8345,0.052,0.602,0.347
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
-0.5267,0.221,0.779,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.0,0.0,1.0,0.0
0.4404,0.0,0.805,0.195
0.0,0.0,1.0,0.0
-0.128,0.133,0.758,0.109
-0.2732,0.189,0.811,0.0
0.4404,0.0,0.775,0.225
0.6808,0.0,0.682,0.318
0.0,0.0,1.0,0.0
0.2732,0.126,0.686,0.189
